nrc,sigla,seccion,nombre,profesor,horario,escuela,semestre
18788,AGP4021,1,Pasantía,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
24868,AGP4023,1,Comunicación de la Ciencia e Impacto Público,"Escobar Sebastián, Perez Gisel","L:5,6 CLAS AUD-POSG",Agronomía y Sistemas Naturales,2026-1
31000,AGP4024,1,Taller Comunicación Científica: Escritura Artículo Científico,"Rosales Ines, Zaviezo Tania","M:3,4 CLAS AUD-POSG",Agronomía y Sistemas Naturales,2026-1
31002,AGP4026,1,Examen de Calificación,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
31048,AGP4027,1,Examen de Candidatura,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
31049,AGP4028,1,Proyecto de Tesis,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
31050,AGP4029,1,Tesis I,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
31051,AGP4030,1,Tesis II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
32863,AGP4031,1,Actividad Anual de Seguimiento I,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
32869,AGP4032,1,Tesis III,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
32870,AGP4033,1,Tesis IV,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
32871,AGP4034,1,Actividad Anual de Seguimiento II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
33625,AGP4035,1,Tesis V,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
10737,AGR200,1,Ecologia Forestal,"Becerra Pablo, Moraga Priscila","M:4,5,6 CLAS C405 M:7 TAL C405",Agronomía y Sistemas Naturales,2026-1
10744,AGR205,1,Geomática Aplicada a Recursos Naturales,"Miranda Marcelo, Paredes Álvaro","L-W:2 CLAS AP201 V:3,4 AYU AG1",Agronomía y Sistemas Naturales,2026-1
31617,AGR205,2,Geomática Aplicada a Recursos Naturales,"Miranda Marcelo, Paredes Álvaro","L:5,6 AYU AG6 W-V:1 CLAS AP201",Agronomía y Sistemas Naturales,2026-1
17412,AGR208,1,Suelo e Hidrología Forestal,"Rojas Isabel, Arellano Eduardo, Por Fijar","J:3,4,5,6 CLAS AG1 J:7 TER",Agronomía y Sistemas Naturales,2026-1
31639,AGR212,1,Muestreo y Dinámica de Bosques,Gilabert Horacio,"L:3 CLAS AP103 W:3,4 CLAS F201 W:5 AYU CARA1",Agronomía y Sistemas Naturales,2026-1
32872,AGR3003,1,Desafíos de Conservación en Latinoamérica,Bonacic Cristian,"M:5,6 CLAS K301",Agronomía y Sistemas Naturales,2026-1
19484,AGR301,1,Sanidad Forestal,Moraga Priscila,"L-W:2 CLAS AP503 L:4,5,6 AYU AP301",Agronomía y Sistemas Naturales,2026-1
33198,AGR3013,1,Interacciones Insecto-Planta,Chorbadjian Rodrigo,M-J:2 CLAS CV,Agronomía y Sistemas Naturales,2026-1
30392,AGR3016,1,Biometeorología y Climatología Aplicada,Lobos Felipe,"M:2,3 CLAS SEM_3_P2",Agronomía y Sistemas Naturales,2026-1
10792,AGR3018,1,Ecología Avanzada,Soto Daniel,"J:5,6,7 CLAS K302",Agronomía y Sistemas Naturales,2026-1
19485,AGR302,1,Manejo y Planificación Forestal,Gilabert Horacio,"M:3,4 CLAS AP005 M:5,6,7 AYU AP002 J:3 CLAS H3",Agronomía y Sistemas Naturales,2026-1
24886,AGR3023,1,Tesis I (Proyecto de Tesis),"Miranda Marcelo, Dirección Docente",: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
24887,AGR3024,1,Tesis II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
33629,AGR303,1,Silvicultura Avanzada,"Fernandez Maria, Moraga Priscila","V:3,4,5,6 CLAS AG5",Agronomía y Sistemas Naturales,2026-1
19487,AGR304,1,Arbolado Urbano,"Fernandez Maria, Moraga Priscila","J:4,5,6 CLAS AP001 J:7 TER",Agronomía y Sistemas Naturales,2026-1
21434,AGR308,1,Fauna y Manejo de Vida Silvestre,Bonacic Cristian,"L:3 CLAS AP301 W:3,4 CLAS AP401 W:5,6 AYU AG6",Agronomía y Sistemas Naturales,2026-1
21435,AGR309,1,Restauración Ecológica,Reyes Sonia,M-J:2 CLAS AP502 V:4 AYU S8,Agronomía y Sistemas Naturales,2026-1
10811,AGR311,1,Manejo de Areas Protegidas,Meza Andres,"M:5,6 CLAS TMP102",Agronomía y Sistemas Naturales,2026-1
22775,AGR317,1,Evaluación Integrada de Ecosistemas,Miranda Marcelo,"L-W:3 CLAS AP201 J:4,5,6,7 AYU TMP103",Agronomía y Sistemas Naturales,2026-1
21517,AGR318,1,Gestión Ambiental en Agricultura,Muñoz Alejandra,"M-J:2 CLAS SEM_6_P4 J:4,5,6 AYU SEM_1_P2",Agronomía y Sistemas Naturales,2026-1
21428,AGR320,1,Problemas Ambientales del Sector Agropecuario,"Ginocchio Rosanna, Valenzuela Gisela","M-J:1 CLAS SEM_6_P4 V:5,6 AYU SEM_1_P2",Agronomía y Sistemas Naturales,2026-1
16343,AGR3556,1,Desafíos para la Conservación y Manejo de los Recursos Naturales,"Moraga Priscila, Muñoz Alejandra","V:5,6 CLAS C500",Agronomía y Sistemas Naturales,2026-1
10845,AGZ200,1,Acuicultura,Escobar Sebastián,"L:4 CLAS AG7 W:4,5 CLAS BC25",Agronomía y Sistemas Naturales,2026-1
33630,AGZ223,1,Ganadería Regenerativa,Larrain Rafael,"M:3 CLAS AG7 J:3,4 CLAS S5",Agronomía y Sistemas Naturales,2026-1
30428,AGZ320,1,Fisiología Animal Aplicada,Petrovich Francisca,"W:2,3 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
26449,AGZ331,1,Alimentos y Alimentación Animal,"Mora Robert, Reveco María","M-J:2 CLAS A1 M:4,5,6 CLAS C001",Agronomía y Sistemas Naturales,2026-1
31906,AGZ331,2,Alimentos y Alimentación Animal,"Mora Robert, Reveco María","M-J:2 CLAS A1 M:4,5,6 CLAS C001",Agronomía y Sistemas Naturales,2026-1
19490,AGZ333,1,Forrajeras y Manejo de Praderas,Renwick Leah,"L:2,3 CLAS SIN SALA J:5,6,7 AYU AG7",Agronomía y Sistemas Naturales,2026-1
21440,AGZ340,1,Comportamiento y Bienestar Animal,Calderón Javiera,"V:2,3 CLAS FT-105",Agronomía y Sistemas Naturales,2026-1
21441,AGZ341,1,Nutrición y Metabolismo Animal,"Mora Robert, Reveco María","L:4,5,6 AYU M2 M-J:3 CLAS C002",Agronomía y Sistemas Naturales,2026-1
31907,AGZ341,2,Nutrición y Metabolismo Animal,"Mora Robert, Reveco María","L:4,5,6 AYU M2 M-J:3 CLAS C002",Agronomía y Sistemas Naturales,2026-1
30668,AGZ3427,1,Actualizaciones en Nutrición y Reproducción Animal,Larrain Rafael,"M:4,5,6 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
30667,AGZ3428,1,Bienestar Animal,Calderón Javiera,"M:1,2 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
30795,AGZ3430,1,Tesis I,"Dirección Docente, Abarca Romina",: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
30996,AGZ3431,1,Tesis II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
30997,AGZ3432,1,Actividad Final Integradora,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
33411,AGZ3434,1,Gestión Sustentable de Sistemas de Producción Animal,Lembeye Felipe,"W:2,3,4 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
31624,AGZ354,1,Produccion de Rumiantes Menores,Geldsetzer Carolina,"M:5,6,7 CLAS AG7",Agronomía y Sistemas Naturales,2026-1
20785,DBV4005,1,Examen de Candidatura,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
20787,DBV4006,1,Proyecto de Tesis,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
22663,DBV4007,1,Tesis de Doctorado I,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
22693,DBV4008,1,Tesis de Doctorado II,Dirección Docente,: TES SIN SALA,Agronomía y Sistemas Naturales,2026-1
24857,DBV4009,1,Tesis de Doctorado III,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
24859,DBV4010,1,Tesis de Doctorado IV,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
25945,DBV4011,1,Tesis de Doctorado V,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
22694,DBV4012,1,Actividad Anual de Seguimiento I,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
24862,DBV4013,1,Actividad Anual de Seguimiento II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
27723,DBV4014,1,Autoría Artículo Científico o Patente,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
20796,DBV4015,1,Pasantía I,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
20799,DBV4016,1,Ayudantía,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
20797,DBV4017,1,Pasantía II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
27722,DBV4019,1,Unidad de Investigación II,Dirección Docente,: CLAS SIN SALA,Agronomía y Sistemas Naturales,2026-1
21378,DBV4102,1,Biología Molecular Vegetal,"Fuentes Maria, Larrondo Luis","J:1,2,3 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
20113,DBV4105,1,Desarrollo y Reproducción Vegetal,O'Brien Jose,"W:2,3 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
20114,DBV4107,1,"Bionegocios, Patentamiento y Fuentes de Financiamiento",Fuentes Daniela,"V:5,6 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
27501,DBV4110,1,Biotecnología e Industria,Meneses Claudio,"L:3,4 CLAS SIN SALA",Agronomía y Sistemas Naturales,2026-1
27898,REN101,1,Desafíos de la Ingeniería de Recursos Naturales,Cortes Erika,"M:3 TAL CS402 W:4,5,6,7 CLAS AL4",Agronomía y Sistemas Naturales,2026-1
31625,REN101,2,Desafíos de la Ingeniería de Recursos Naturales,Cortes Erika,"W:4,5,6,7 CLAS AL4 J:3 TAL CS402",Agronomía y Sistemas Naturales,2026-1
31628,REN203,1,Geología y Ciencias del Suelo,Acevedo Sara,"L-W:3 CLAS N17 W:5,6 AYU AL3",Agronomía y Sistemas Naturales,2026-1
31631,REN225,1,Metodologías de Investigación,Lobos Felipe,"M:5,6 CLAS AG6",Agronomía y Sistemas Naturales,2026-1
33637,REN231,1,Contaminación Ambiental y Huella Hídrica,Vega Alejandra,L-W:4 CLAS AP101 L:5 AYU AG1,Agronomía y Sistemas Naturales,2026-1
33638,REN234,1,Gobernanza y Regulación del Agua,Donoso Guillermo,M-J:3 CLAS H1,Agronomía y Sistemas Naturales,2026-1
33634,REN236,1,Economía Circular e Innovación,Ravanal María,M-J:4 CLAS AG7 V:3 AYU FT-104,Agronomía y Sistemas Naturales,2026-1
33639,REN270,1,Desafíos de la Pesca y Acuicultura,Por Fijar,"L:4,5,6 CLAS FT-103",Agronomía y Sistemas Naturales,2026-1
33636,REN280,1,Energías Renovables,Vásquez César,"V:4,5,6 CLAS AG7",Agronomía y Sistemas Naturales,2026-1
33635,REN310,1,Evaluación de Proyectos en Recursos Naturales,Salas Cristian,L-W:3 CLAS ID300 W:5 AYU AUD_AGRONO,Agronomía y Sistemas Naturales,2026-1
10914,ANT100,1,Paradigmas Antropológicos,Gonzalez Marcelo,"M:3,4 CLAS AE004 W:5 AYU K203",Antropología,2026-1
18789,ANT100,2,Paradigmas Antropológicos,Cisternas Felipe,"W:1 AYU NT201 W:3,4 CLAS AE202",Antropología,2026-1
18790,ANT100,3,Paradigmas Antropológicos,Moraga Julian,"W:1 AYU AE107 W:3,4 CLAS C202",Antropología,2026-1
28560,ANT107,1,Ética Social,"Vidal Alejandra, Espirito Diana","W:4 AYU NT201 J:3,4 CLAS AE201",Antropología,2026-1
18779,ANT110,1,Introducción a la Antropología Biológica,Martinez Felipe,L-W:3 CLAS AE203 M:5 AYU AE202,Antropología,2026-1
18780,ANT120,1,Introducción a la Arqueología,Plaza Maria,"W:4 AYU AE002 J:3,4 CLAS AE203",Antropología,2026-1
19461,ANT135,1,Antropología del Lenguaje,Alvarado Gabriel,"M:4 AYU NT201 V:3,4 CLAS R6",Antropología,2026-1
10927,ANT140,1,Teoría Antropológica I,Di Giminiani Piergiorgio,"L:4 AYU NT201 W:2,3 CLAS BC24",Antropología,2026-1
10933,ANT160,1,Teoría Antropológica III,Hernandez Tamara,"M:5,6 CLAS S20 J:4 AYU S20",Antropología,2026-1
29383,ANT180,1,Etnografía I,Bowen Sofia,"L:3,4 CLAS FT-104 M:4 AYU T2223",Antropología,2026-1
15063,ANT210,1,Antropología Urbana,Murray Marjorie,"M:2,3 CLAS S20 J:1 AYU S20",Antropología,2026-1
15064,ANT220,1,Antropología Política,Aedo Juan,"L:1 AYU S20 W:2,3 CLAS S20",Antropología,2026-1
31246,ANT226,1,"Escribir la Cultura: Viajes, Contactos y (Auto)Representaciones",Galvez Damian,W-V:4 CLAS AP007 J:6 AYU H1,Antropología,2026-1
32763,ANT227,1,Antropología de los Patrimonios,Matus Christian,"L:6 AYU FT-105 M:5,6 CLAS C501",Antropología,2026-1
34194,ANT228,1,"Estado, Derecho y Política Pública: Herramientas para la Práctica Antropológica",Rivas Antonia,"W:5,6 CLAS",Antropología,2026-1
34195,ANT229,1,Etnografía e Investigación Artística: Memoria en Relación Con el Espacio,"Almási-Szabó Lili, Por Fijar","M:5,6 CLAS M:7 AYU",Antropología,2026-1
29687,ANT2533,1,Análisis de Datos Cualitativos (A+S),Sandoval Ignacio,"W:3,4 CLAS FT-104 J:6 AYU H3",Antropología,2026-1
29454,ANT259,1,Antropología Visual,"Mege Pedro, Barceló Gonzalo",M-J:4 CLAS S4 V:2 AYU AP005,Antropología,2026-1
30911,ANT264,1,Introducción a la Antropología Sociocultural,Sandoval Ignacio,"M:2 AYU N15 J:3,4 CLAS N13-A",Antropología,2026-1
16942,ANT300,1,Formulación y Evaluación de Proyectos,Coquelet Jaime,"L:2,3 CLAS MAG_ANTROP W:1 AYU MAG_ANTROP",Antropología,2026-1
24719,ANT3000,1,Teoría Antropológica Contemporánea I,"Di Giminiani Piergiorgio, Simonetti Cristian","M:2,3 CLAS SIN SALA",Antropología,2026-1
24730,ANT3002,1,Diseño y Ética de la Investigación Antropológica,"Bacchiddu Giovanna, Ugarte Ana","J:2,3 CLAS SIN SALA",Antropología,2026-1
26503,ANT3005,1,Proyecto de Tesis Doctoral,De la Maza Francisca,: SUP,Antropología,2026-1
27552,ANT3005,2,Proyecto de Tesis Doctoral,Simonetti Cristian,: SUP SIN SALA,Antropología,2026-1
27553,ANT3005,3,Proyecto de Tesis Doctoral,Ugarte Ana,: SUP,Antropología,2026-1
27554,ANT3005,4,Proyecto de Tesis Doctoral,Aedo Juan,: SUP,Antropología,2026-1
31495,ANT3005,5,Proyecto de Tesis Doctoral,Tusing Cari,: SUP SIN SALA,Antropología,2026-1
26504,ANT3006,1,Exámen de Candidatura Doctoral,De la Maza Francisca,: SUP,Antropología,2026-1
27556,ANT3006,2,Exámen de Candidatura Doctoral,Simonetti Cristian,: SUP,Antropología,2026-1
27557,ANT3006,3,Exámen de Candidatura Doctoral,Ugarte Ana,: SUP,Antropología,2026-1
27558,ANT3006,4,Exámen de Candidatura Doctoral,Aedo Juan,: SUP,Antropología,2026-1
31505,ANT3006,5,Exámen de Candidatura Doctoral,Tusing Cari,: SUP SIN SALA,Antropología,2026-1
28226,ANT3008,1,Trabajo de Campo II,"Murray Marjorie, Ugarte Ana",: CLAS SIN SALA,Antropología,2026-1
28253,ANT3008,2,Trabajo de Campo II,"Di Giminiani Piergiorgio, Tusing Cari",: CLAS SIN SALA,Antropología,2026-1
28255,ANT3008,3,Trabajo de Campo II,"Espirito Diana, Por Fijar",: CLAS SIN SALA,Antropología,2026-1
28260,ANT3008,4,Trabajo de Campo II,"Gonzalez Marcelo, Luna Laura",: CLAS SIN SALA,Antropología,2026-1
33086,ANT3008,5,Trabajo de Campo II,"Gonzalez Marcelo, Risor Helene",: CLAS,Antropología,2026-1
33094,ANT3008,6,Trabajo de Campo II,"Aedo Juan, Por Fijar",: CLAS SIN SALA,Antropología,2026-1
30487,ANT3010,1,Tesis Doctoral II,"Espirito Diana, Aedo Juan",: TES,Antropología,2026-1
30488,ANT3010,2,Tesis Doctoral II,"Simonetti Cristian, Ureta Sebastian",: TES,Antropología,2026-1
30489,ANT3010,3,Tesis Doctoral II,"Gonzalez Marcelo, Haye Andres",: TES,Antropología,2026-1
30490,ANT3010,4,Tesis Doctoral II,"Ugarte Ana, Webb Andrew",: TES,Antropología,2026-1
30491,ANT3013,1,Seminario de Escritura Doctoral II,Murray Marjorie,"W:2,3 TES",Antropología,2026-1
24735,ANT3031,1,Antropología del Estado,De la Maza Francisca,"W:2,3 CLAS SIN SALA",Antropología,2026-1
33237,ANT3038,1,Antropología y Relaciones Humano-Animal,Benavides Sebastian,"W:5,6 CLAS SEM_3_P2",Antropología,2026-1
33238,ANT3039,1,"Liberación Nacional Indígena: Idearios, Conceptos y Movimientos en América Latina",Pairican Fernando,"L:2,3 CLAS ED214",Antropología,2026-1
22510,ANT303Q,1,Arqueología Avanzada I,Mendez Victor,"W:2 AYU CS101 V:2,3 CLAS CS101",Antropología,2026-1
31995,ANT3040,1,Actividad Docente,Espirito Diana,: TAL SIN SALA,Antropología,2026-1
31996,ANT3041,1,Autoría Artículo Científico,Espirito Diana,: TAL SIN SALA,Antropología,2026-1
31997,ANT3042,1,Pasantía Internacional,Espirito Diana,: TAL SIN SALA,Antropología,2026-1
33156,ANT3046,1,Antropología del Fracaso,Gonzalez Marcelo,"W:5,6 CLAS SEM_3_P4",Antropología,2026-1
33188,ANT3047,1,Antropología de los Sistemas de Salud,Gonzalez Marcela,"W:2,3 CLAS SEM_3_P4",Antropología,2026-1
22511,ANT304Q,1,Interpretación en Arqueología,Campbell Roberto,"M:1 AYU AUD_J J:3,4 CLAS NT203",Antropología,2026-1
22512,ANT305Q,1,Arqueología Cuantitativa,Santana Francisca,"M:2,3 CLAS CS101 W:5 AYU SIN SALA",Antropología,2026-1
16943,ANT310,1,Mediación e Interculturalidad,Irribarra Josefina,"L:4 AYU MAG_ANTROP J:2,3 CLAS MAG_ANTROP",Antropología,2026-1
24651,ANT310Q,1,Arqueología Avanzada III,Labarca Rafael,"J:3,4 CLAS AP004 V:5 AYU AUD_J",Antropología,2026-1
24653,ANT311Q,1,Arqueologías Políticas y las Formas del Poder,Moya Francisca,"J:1 AYU J2 V:3,4 CLAS J2",Antropología,2026-1
24656,ANT312Q,1,Laboratorio I,Wande Claudio,"L:3,4 CLAS C509 W:4 AYU S20",Antropología,2026-1
30905,ANT312Q,2,Laboratorio I,Perez Isidora,"L:3,4 CLAS C507 W:4 AYU FT-103",Antropología,2026-1
24712,ANT313Q,1,Arqueología de Chile II,Campbell Roberto,"L:1 AYU J3 M:3,4 CLAS N10",Antropología,2026-1
26018,ANT318Q,1,Arqueología y Empresa,"Vidal Alejandra, Tapia Antonia","J:6,7 CLAS J1 V:3 AYU N11",Antropología,2026-1
26019,ANT319Q,1,Arqueología y Ciencia,Moya Francisca,"M:2,3 CLAS MAG_ANTROP M:4 AYU MAG_ANTROP",Antropología,2026-1
32590,ANT319Q,2,Arqueología y Ciencia,Plaza Maria,"M:2,3 CLAS N1A M:4 AYU N1A",Antropología,2026-1
16944,ANT320,1,Politicas Públicas,Pinilla Juan,"W:3,4 CLAS FT-105 J:1 AYU AP005",Antropología,2026-1
26020,ANT320Q,1,Arqueología y Políticas Públicas,Abarca Violeta,"W:4 AYU NT202 W:5,6 CLAS N16-A",Antropología,2026-1
28581,ANT330,1,Taller de Titulación,Gonzalez Marcelo,: TES SIN SALA,Antropología,2026-1
29017,ANT330,2,Taller de Titulación,Fernandez Violeta,: TES SIN SALA,Antropología,2026-1
29018,ANT330,3,Taller de Titulación,Espirito Diana,: CLAS SIN SALA,Antropología,2026-1
28615,ANT330Q,1,Taller de Titulación,Mendez Victor,: TAL SIN SALA,Antropología,2026-1
29021,ANT330Q,2,Taller de Titulación,Garcia-Albarido Francisco,: CLAS SIN SALA,Antropología,2026-1
30910,ANT405R,1,Cultura y Sociedad en la Región Andina,Mansilla Catalina,"W:5,6 CLAS AE213 V:3 AYU H2",Antropología,2026-1
30907,ANT502Q,1,Bioarqueología,Santana Francisca,"J:2,3 CLAS N1A V:2 AYU N1A",Antropología,2026-1
32762,ANT506Q,1,Arqueología y Antropología de Evaluación Ambiental en el Marco de Proyectos de Inversión,Riveros Rodrigo,"M:5,6 CLAS J3 V:1 AYU S20",Antropología,2026-1
28619,ANT507Q,1,Arte-Factos Nativos en Chile,Cabello Gloria,"M:5,6 CLAS K303 V:1 AYU FT-104",Antropología,2026-1
32761,ANT508Q,1,Paleoclimatología Aplicada a Arqueología,"Godoy Carolina, Fuentealba María","W:2,3 CLAS MAG_ANTROP V:6 AYU MAG_ANTROP",Antropología,2026-1
31245,ANT513Q,1,Arqueología Histórica,Garcia-Albarido Francisco,"L:5,6 CLAS J1 V:6 AYU N11",Antropología,2026-1
34196,ANT515Q,1,"Conservación en Arqueología: Materialidad, Comportamiento y Manejo de Materiales",Por Fijar,"M:5,6 CLAS",Antropología,2026-1
29949,FCS010,1,Paradigmas de las Ciencias Sociales,Hernandez Tamara,"M:3,4 CLAS FT-103 W:5 AYU H3 V:4 AYU FT-105",Antropología,2026-1
30998,FCS010,2,Paradigmas de las Ciencias Sociales,Jordan Karla,M-J:3 CLAS SIN SALA M:4 AYU SIN SALA J:4 AYU SIN SALA,Antropología,2026-1
33084,ADE2101,1,Diseño Interdisciplinario en la Red de Centros y Estaciones Regionales de la Uc,Guzmán Germán,"W:3,4 CLAS S33",Arquitectura,2026-1
30729,ADU4019,1,Tesis de Doctorado II,(Sin Profesores),: CLAS SIN SALA,Arquitectura,2026-1
27568,ADU4020,1,Tesis de Doctorado III,Dirección Docente,: TES SIN SALA,Arquitectura,2026-1
16173,ADU4049,2,Aproximaciones a la Investigación,Jacob Ruben,"W:8,9 CLAS MAGISTER",Arquitectura,2026-1
20077,ADU4101,1,Proyecto de Tesis Doctoral,Ruiz-Tagle Javier,: TES SIN SALA,Arquitectura,2026-1
20078,ADU4101,2,Proyecto de Tesis Doctoral,Fuentes Luis,: TES SIN SALA,Arquitectura,2026-1
20606,ADU4101,3,Proyecto de Tesis Doctoral,Hidalgo German,: TES SIN SALA,Arquitectura,2026-1
20607,ADU4101,4,Proyecto de Tesis Doctoral,Encinas Felipe,: TES SIN SALA,Arquitectura,2026-1
30728,ADU4101,5,Proyecto de Tesis Doctoral,Tironi Martin,: CLAS SIN SALA,Arquitectura,2026-1
33963,ADU4101,6,Proyecto de Tesis Doctoral,Vicuna Maria,: CLAS SIN SALA,Arquitectura,2026-1
33964,ADU4101,7,Proyecto de Tesis Doctoral,Hurtubia Ricardo,: CLAS SIN SALA,Arquitectura,2026-1
33965,ADU4101,8,Proyecto de Tesis Doctoral,Mondragon Hugo,: CLAS SIN SALA,Arquitectura,2026-1
34079,ADU4101,9,Proyecto de Tesis Doctoral,Méndez María,: TES SIN SALA,Arquitectura,2026-1
33966,ADU4101,10,Proyecto de Tesis Doctoral,(Sin Profesores),,Arquitectura,2026-1
33967,ADU4101,11,Proyecto de Tesis Doctoral,Palmarola Hugo,: CLAS SIN SALA,Arquitectura,2026-1
20076,ADU4102,1,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
23751,ADU4102,2,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
25427,ADU4102,3,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
28649,ADU4102,4,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
28651,ADU4102,5,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
28652,ADU4102,6,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
28653,ADU4102,7,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
28654,ADU4102,8,Examen de Candidatura Doctoral,Por Fijar,: TES SIN SALA,Arquitectura,2026-1
20615,ADU4103,1,Tesis Doctoral I,Vasquez Claudio,: TES SIN SALA,Arquitectura,2026-1
23377,ADU4103,2,Tesis Doctoral I,Fuentes Luis,: TES SIN SALA,Arquitectura,2026-1
23378,ADU4103,3,Tesis Doctoral I,Truffello Ricardo,: TES SIN SALA,Arquitectura,2026-1
